ReportDte,StateCd,SA4Cd2016,SA4Nm2016,PrtcpntCnt
31-Mar-24,QLD,310,Ipswich,12485
31-Mar-24,QLD,311,Logan - Beaudesert,11894
31-Mar-24,QLD,312,Mackay - Isaac - Whitsunday,4303
31-Mar-24,QLD,313,Moreton Bay - North,9526
31-Mar-24,QLD,314,Moreton Bay - South,6143
31-Mar-24,QLD,315,Queensland - Outback,1603
31-Mar-24,QLD,316,Sunshine Coast,10120
31-Mar-24,QLD,317,Toowoomba,5264
31-Mar-24,QLD,318,Townsville,7305
31-Mar-24,QLD,319,Wide Bay,11362
31-Mar-24,QLD,702,Northern Territory - Outback,0
31-Mar-24,SA,-,Other,0
31-Mar-24,SA,401,Adelaide - Central and Hills,6967
31-Mar-24,SA,402,Adelaide - North,18557
31-Mar-24,SA,403,Adelaide - South,12006
31-Mar-24,SA,404,Adelaide - West,6982
31-Mar-24,SA,405,Barossa - Yorke - Mid North,3322
31-Mar-24,SA,406,South Australia - Outback,2338
31-Mar-24,SA,407,South Australia - South East,5652
31-Mar-24,TAS,601,Hobart,6073
31-Mar-24,TAS,602,Launceston and North East,4023
31-Mar-24,TAS,603,South East,788
31-Mar-24,TAS,604,West and North West,3063
31-Mar-24,VIC,-,Other,0
31-Mar-24,VIC,201,Ballarat,5588
31-Mar-24,VIC,202,Bendigo,6451
31-Mar-24,VIC,203,Geelong,11508
31-Mar-24,VIC,204,Hume,5484
31-Mar-24,VIC,205,Latrobe - Gippsland,9311
31-Mar-24,VIC,206,Melbourne - Inner,10266
31-Mar-24,VIC,207,Melbourne - Inner East,6498
31-Mar-24,VIC,208,Melbourne - Inner South,7986
31-Mar-24,VIC,209,Melbourne - North East,14816
31-Mar-24,VIC,210,Melbourne - North West,12901
31-Mar-24,VIC,211,Melbourne - Outer East,14077
31-Mar-24,VIC,212,Melbourne - South East,20760
31-Mar-24,VIC,213,Melbourne - West,25324
31-Mar-24,VIC,214,Mornington Peninsula,9685
31-Mar-24,VIC,215,North West,4808
31-Mar-24,VIC,216,Shepparton,4341
31-Mar-24,VIC,217,Warrnambool and South West,3944
31-Mar-24,WA,-,Other,0
31-Mar-24,WA,406,South Australia - Outback,0
31-Mar-24,WA,501,Bunbury,4550
31-Mar-24,WA,502,Mandurah,2512
31-Mar-24,WA,503,Perth - Inner,2625
31-Mar-24,WA,504,Perth - North East,7032
31-Mar-24,WA,505,Perth - North West,11375
31-Mar-24,WA,506,Perth - South East,11435
31-Mar-24,WA,507,Perth - South West,9852
31-Mar-24,WA,509,Western Australia - Wheat Belt,2649
31-Mar-24,WA,510,Western Australia - Outback (North),1708
31-Mar-24,WA,511,Western Australia - Outback (South),2405
31-Mar-24,WA,702,Northern Territory - Outback,26
31-Mar-24,WA,901,Other Territories,0
31-Dec-23,ACT,-,Other,0
31-Dec-23,ACT,801,Australian Capital Territory,10747
31-Dec-23,MIS,-,Other,120
31-Dec-23,NSW,-,Other,0
31-Dec-23,NSW,101,Capital Region,5837
31-Dec-23,NSW,102,Central Coast,10898
31-Dec-23,NSW,103,Central West,5885
31-Dec-23,NSW,104,Coffs Harbour - Grafton,4431
31-Dec-23,NSW,105,Far West and Orana,3491
31-Dec-23,NSW,106,Hunter Valley exc Newcastle,10861
31-Dec-23,NSW,107,Illawarra,8056
31-Dec-23,NSW,108,Mid North Coast,8022
31-Dec-23,NSW,109,Murray,3738
31-Dec-23,NSW,110,New England and North West,5097
31-Dec-23,NSW,111,Newcastle and Lake Macquarie,13496
31-Dec-23,NSW,112,Richmond - Tweed,7552
31-Dec-23,NSW,113,Riverina,4365
31-Dec-23,NSW,114,Southern Highlands and Shoalhaven,4149
31-Dec-23,NSW,115,Sydney - Baulkham Hills and Hawkesbury,4465
31-Dec-23,NSW,116,Sydney - Blacktown,10563
31-Dec-23,NSW,117,Sydney - City and Inner South,4376
31-Dec-23,NSW,118,Sydney - Eastern Suburbs,3587
31-Dec-23,NSW,119,Sydney - Inner South West,11612
31-Dec-23,NSW,120,Sydney - Inner West,4251
31-Dec-23,NSW,121,Sydney - North Sydney and Hornsby,5669
31-Dec-23,NSW,122,Sydney - Northern Beaches,3798
31-Dec-23,NSW,123,Sydney - Outer South West,9091
31-Dec-23,NSW,124,Sydney - Outer West and Blue Mountains,10235
31-Dec-23,NSW,125,Sydney - Parramatta,10338
31-Dec-23,NSW,126,Sydney - Ryde,3303
31-Dec-23,NSW,127,Sydney - South West,11270
31-Dec-23,NSW,128,Sydney - Sutherland,4212
31-Dec-23,NSW,801,Australian Capital Territory,0
31-Dec-23,NSW,901,Other Territories,13
31-Dec-23,NT,-,Other,0
31-Dec-23,NT,406,South Australia - Outback,52
31-Dec-23,NT,510,Western Australia - Outback (North),0
31-Dec-23,NT,511,Western Australia - Outback (South),16
31-Dec-23,NT,701,Darwin,3523
31-Dec-23,NT,702,Northern Territory - Outback,2349
31-Dec-23,OT,901,Other Territories,56
31-Dec-23,QLD,-,Other,0
31-Dec-23,QLD,301,Brisbane - East,6471
31-Dec-23,QLD,302,Brisbane - North,5179
31-Dec-23,QLD,303,Brisbane - South,7606
31-Dec-23,QLD,304,Brisbane - West,3826
31-Dec-23,QLD,305,Brisbane Inner City,4402
31-Dec-23,QLD,306,Cairns,6267
31-Dec-23,QLD,307,Darling Downs - Maranoa,3383
31-Dec-23,QLD,308,Central Queensland,7483
31-Dec-23,QLD,309,Gold Coast,14618
31-Dec-23,QLD,310,Ipswich,12388
31-Dec-23,QLD,311,Logan - Beaudesert,11734
31-Dec-23,QLD,312,Mackay - Isaac - Whitsunday,4331
31-Dec-23,QLD,313,Moreton Bay - North,9428
31-Dec-23,QLD,314,Moreton Bay - South,6093
31-Dec-23,QLD,315,Queensland - Outback,1560
31-Dec-23,QLD,316,Sunshine Coast,10055
31-Dec-23,QLD,317,Toowoomba,5218
31-Dec-23,QLD,318,Townsville,7316
31-Dec-23,QLD,319,Wide Bay,11331
31-Dec-23,QLD,702,Northern Territory - Outback,0
31-Dec-23,SA,-,Other,0
31-Dec-23,SA,401,Adelaide - Central and Hills,6942
31-Dec-23,SA,402,Adelaide - North,18378
31-Dec-23,SA,403,Adelaide - South,11948
31-Dec-23,SA,404,Adelaide - West,6980
31-Dec-23,SA,405,Barossa - Yorke - Mid North,3318
31-Dec-23,SA,406,South Australia - Outback,2337
31-Dec-23,SA,407,South Australia - South East,5594
31-Dec-23,TAS,601,Hobart,6027
31-Dec-23,TAS,602,Launceston and North East,4017
31-Dec-23,TAS,603,South East,772
31-Dec-23,TAS,604,West and North West,3038
31-Dec-23,VIC,-,Other,0
31-Dec-23,VIC,201,Ballarat,5568
31-Dec-23,VIC,202,Bendigo,6459
31-Dec-23,VIC,203,Geelong,11463
31-Dec-23,VIC,204,Hume,5501
31-Dec-23,VIC,205,Latrobe - Gippsland,9278
31-Dec-23,VIC,206,Melbourne - Inner,10214
31-Dec-23,VIC,207,Melbourne - Inner East,6496
31-Dec-23,VIC,208,Melbourne - Inner South,7958
31-Dec-23,VIC,209,Melbourne - North East,14744
31-Dec-23,VIC,210,Melbourne - North West,12831
31-Dec-23,VIC,211,Melbourne - Outer East,14036
31-Dec-23,VIC,212,Melbourne - South East,20630
31-Dec-23,VIC,213,Melbourne - West,25242
31-Dec-23,VIC,214,Mornington Peninsula,9679
31-Dec-23,VIC,215,North West,4820
31-Dec-23,VIC,216,Shepparton,4338
31-Dec-23,VIC,217,Warrnambool and South West,3948
31-Dec-23,WA,-,Other,0
31-Dec-23,WA,406,South Australia - Outback,0
31-Dec-23,WA,501,Bunbury,4514
31-Dec-23,WA,502,Mandurah,2467
31-Dec-23,WA,503,Perth - Inner,2605
31-Dec-23,WA,504,Perth - North East,6978
31-Dec-23,WA,505,Perth - North West,11263
31-Dec-23,WA,506,Perth - South East,11297
31-Dec-23,WA,507,Perth - South West,9772
31-Dec-23,WA,509,Western Australia - Wheat Belt,2610
31-Dec-23,WA,510,Western Australia - Outback (North),1703
31-Dec-23,WA,511,Western Australia - Outback (South),2393
31-Dec-23,WA,702,Northern Territory - Outback,19
31-Dec-23,WA,901,Other Territories,0
30-Sep-23,ACT,-,Other,0
30-Sep-23,ACT,801,Australian Capital Territory,10594
30-Sep-23,MIS,-,Other,0
30-Sep-23,NSW,-,Other,0
30-Sep-23,NSW,101,Capital Region,5722
30-Sep-23,NSW,102,Central Coast,10666
30-Sep-23,NSW,103,Central West,5780
30-Sep-23,NSW,104,Coffs Harbour - Grafton,4320
30-Sep-23,NSW,105,Far West and Orana,3424
30-Sep-23,NSW,106,Hunter Valley exc Newcastle,10624
30-Sep-23,NSW,107,Illawarra,7888
30-Sep-23,NSW,108,Mid North Coast,7879
30-Sep-23,NSW,109,Murray,3667
30-Sep-23,NSW,110,New England and North West,5018
30-Sep-23,NSW,111,Newcastle and Lake Macquarie,13312
30-Sep-23,NSW,112,Richmond - Tweed,7423
30-Sep-23,NSW,113,Riverina,4298
30-Sep-23,NSW,114,Southern Highlands and Shoalhaven,4077
30-Sep-23,NSW,115,Sydney - Baulkham Hills and Hawkesbury,4373
30-Sep-23,NSW,116,Sydney - Blacktown,10399
30-Sep-23,NSW,117,Sydney - City and Inner South,4320
30-Sep-23,NSW,118,Sydney - Eastern Suburbs,3513
30-Sep-23,NSW,119,Sydney - Inner South West,11400
30-Sep-23,NSW,120,Sydney - Inner West,4200
30-Sep-23,NSW,121,Sydney - North Sydney and Hornsby,5587
30-Sep-23,NSW,122,Sydney - Northern Beaches,3716
30-Sep-23,NSW,123,Sydney - Outer South West,8889
30-Sep-23,NSW,124,Sydney - Outer West and Blue Mountains,9995
30-Sep-23,NSW,125,Sydney - Parramatta,10128
30-Sep-23,NSW,126,Sydney - Ryde,3263
30-Sep-23,NSW,127,Sydney - South West,10999
30-Sep-23,NSW,128,Sydney - Sutherland,4134
30-Sep-23,NSW,901,Other Territories,13
30-Sep-23,NT,-,Other,0
30-Sep-23,NT,406,South Australia - Outback,55
30-Sep-23,NT,510,Western Australia - Outback (North),0
30-Sep-23,NT,511,Western Australia - Outback (South),19
30-Sep-23,NT,701,Darwin,3469
30-Sep-23,NT,702,Northern Territory - Outback,2285
30-Sep-23,OT,901,Other Territories,51
30-Sep-23,QLD,-,Other,0
30-Sep-23,QLD,301,Brisbane - East,6260
30-Sep-23,QLD,302,Brisbane - North,5015
30-Sep-23,QLD,303,Brisbane - South,7364
30-Sep-23,QLD,304,Brisbane - West,3739
30-Sep-23,QLD,305,Brisbane Inner City,4284
30-Sep-23,QLD,306,Cairns,6107
30-Sep-23,QLD,307,Darling Downs - Maranoa,3302
30-Sep-23,QLD,308,Central Queensland,7292
30-Sep-23,QLD,309,Gold Coast,14292
30-Sep-23,QLD,310,Ipswich,12071
30-Sep-23,QLD,311,Logan - Beaudesert,11225
30-Sep-23,QLD,312,Mackay - Isaac - Whitsunday,4281
30-Sep-23,QLD,313,Moreton Bay - North,9052
30-Sep-23,QLD,314,Moreton Bay - South,5872
30-Sep-23,QLD,315,Queensland - Outback,1524
30-Sep-23,QLD,316,Sunshine Coast,9764
30-Sep-23,QLD,317,Toowoomba,5129
30-Sep-23,QLD,318,Townsville,7238
30-Sep-23,QLD,319,Wide Bay,11137
30-Sep-23,QLD,702,Northern Territory - Outback,0
30-Sep-23,SA,-,Other,0
30-Sep-23,SA,401,Adelaide - Central and Hills,6769
30-Sep-23,SA,402,Adelaide - North,18003
30-Sep-23,SA,403,Adelaide - South,11671
30-Sep-23,SA,404,Adelaide - West,6862
30-Sep-23,SA,405,Barossa - Yorke - Mid North,3254
30-Sep-23,SA,406,South Australia - Outback,2297
30-Sep-23,SA,407,South Australia - South East,5452
30-Sep-23,TAS,601,Hobart,5965
30-Sep-23,TAS,602,Launceston and North East,3981
30-Sep-23,TAS,603,South East,759
30-Sep-23,TAS,604,West and North West,2997
30-Sep-23,VIC,-,Other,0
30-Sep-23,VIC,201,Ballarat,5431
30-Sep-23,VIC,202,Bendigo,6302
30-Sep-23,VIC,203,Geelong,11215
30-Sep-23,VIC,204,Hume,5385
30-Sep-23,VIC,205,Latrobe - Gippsland,9071
30-Sep-23,VIC,206,Melbourne - Inner,9994
30-Sep-23,VIC,207,Melbourne - Inner East,6413
30-Sep-23,VIC,208,Melbourne - Inner South,7789
30-Sep-23,VIC,209,Melbourne - North East,14257
30-Sep-23,VIC,210,Melbourne - North West,12448
30-Sep-23,VIC,211,Melbourne - Outer East,13719
30-Sep-23,VIC,212,Melbourne - South East,20095
30-Sep-23,VIC,213,Melbourne - West,24498
30-Sep-23,VIC,214,Mornington Peninsula,9422
30-Sep-23,VIC,215,North West,4696
30-Sep-23,VIC,216,Shepparton,4259
30-Sep-23,VIC,217,Warrnambool and South West,3863
30-Sep-23,WA,-,Other,0
30-Sep-23,WA,406,South Australia - Outback,0
30-Sep-23,WA,501,Bunbury,4397
30-Sep-23,WA,502,Mandurah,2403
30-Sep-23,WA,503,Perth - Inner,2559
30-Sep-23,WA,504,Perth - North East,6830
30-Sep-23,WA,505,Perth - North West,10960
30-Sep-23,WA,506,Perth - South East,10949
30-Sep-23,WA,507,Perth - South West,9495
30-Sep-23,WA,509,Western Australia - Wheat Belt,2577
30-Sep-23,WA,510,Western Australia - Outback (North),1664
30-Sep-23,WA,511,Western Australia - Outback (South),2304
30-Sep-23,WA,702,Northern Territory - Outback,11
30-Sep-23,WA,901,Other Territories,0
30-Jun-23,ACT,-,Other,0
30-Jun-23,ACT,801,Australian Capital Territory,10327
30-Jun-23,MIS,-,Other,0
30-Jun-23,NSW,-,Other,17
30-Jun-23,NSW,101,Capital Region,5506
30-Jun-23,NSW,102,Central Coast,10336
30-Jun-23,NSW,103,Central West,5627
30-Jun-23,NSW,104,Coffs Harbour - Grafton,4174
30-Jun-23,NSW,105,Far West and Orana,3366
30-Jun-23,NSW,106,Hunter Valley exc Newcastle,10220
30-Jun-23,NSW,107,Illawarra,7649
30-Jun-23,NSW,108,Mid North Coast,7646
30-Jun-23,NSW,109,Murray,3551
30-Jun-23,NSW,110,New England and North West,4878
30-Jun-23,NSW,111,Newcastle and Lake Macquarie,12913
30-Jun-23,NSW,112,Richmond - Tweed,7153
30-Jun-23,NSW,113,Riverina,4129
30-Jun-23,NSW,114,Southern Highlands and Shoalhaven,3991
30-Jun-23,NSW,115,Sydney - Baulkham Hills and Hawkesbury,4203
30-Jun-23,NSW,116,Sydney - Blacktown,9994
30-Jun-23,NSW,117,Sydney - City and Inner South,4243
30-Jun-23,NSW,118,Sydney - Eastern Suburbs,3393
30-Jun-23,NSW,119,Sydney - Inner South West,11064
30-Jun-23,NSW,120,Sydney - Inner West,4077
30-Jun-23,NSW,121,Sydney - North Sydney and Hornsby,5404
30-Jun-23,NSW,122,Sydney - Northern Beaches,3561
30-Jun-23,NSW,123,Sydney - Outer South West,8604
30-Jun-23,NSW,124,Sydney - Outer West and Blue Mountains,9639
30-Jun-23,NSW,125,Sydney - Parramatta,9775
30-Jun-23,NSW,126,Sydney - Ryde,3158
30-Jun-23,NSW,127,Sydney - South West,10631
30-Jun-23,NSW,128,Sydney - Sutherland,4018
30-Jun-23,NT,-,Other,28
30-Jun-23,NT,406,South Australia - Outback,59
30-Jun-23,NT,701,Darwin,3345
30-Jun-23,NT,702,Northern Territory - Outback,2215
30-Jun-23,OT,901,Other Territories,51
30-Jun-23,QLD,-,Other,16
30-Jun-23,QLD,301,Brisbane - East,5999
30-Jun-23,QLD,302,Brisbane - North,4845
30-Jun-23,QLD,303,Brisbane - South,7094
30-Jun-23,QLD,304,Brisbane - West,3590
30-Jun-23,QLD,305,Brisbane Inner City,4131
30-Jun-23,QLD,306,Cairns,5917
30-Jun-23,QLD,307,Darling Downs - Maranoa,3205
30-Jun-23,QLD,308,Central Queensland,7056
30-Jun-23,QLD,309,Gold Coast,13818
30-Jun-23,QLD,310,Ipswich,11574
30-Jun-23,QLD,311,Logan - Beaudesert,10620
30-Jun-23,QLD,312,Mackay - Isaac - Whitsunday,4153
30-Jun-23,QLD,313,Moreton Bay - North,8676
30-Jun-23,QLD,314,Moreton Bay - South,5589
30-Jun-23,QLD,315,Queensland - Outback,1470
30-Jun-23,QLD,316,Sunshine Coast,9409
30-Jun-23,QLD,317,Toowoomba,4973
30-Jun-23,QLD,318,Townsville,6998
30-Jun-23,QLD,319,Wide Bay,10856
30-Jun-23,SA,-,Other,0
30-Jun-23,SA,401,Adelaide - Central and Hills,6535
30-Jun-23,SA,402,Adelaide - North,17327
30-Jun-23,SA,403,Adelaide - South,11281
30-Jun-23,SA,404,Adelaide - West,6650
30-Jun-23,SA,405,Barossa - Yorke - Mid North,3178
30-Jun-23,SA,406,South Australia - Outback,2236
30-Jun-23,SA,407,South Australia - South East,5291
30-Jun-23,TAS,-,Other,0
30-Jun-23,TAS,601,Hobart,5828
30-Jun-23,TAS,602,Launceston and North East,3852
30-Jun-23,TAS,603,South East,727
30-Jun-23,TAS,604,West and North West,2963
30-Jun-23,VIC,-,Other,0
30-Jun-23,VIC,201,Ballarat,5262
30-Jun-23,VIC,202,Bendigo,6071
30-Jun-23,VIC,203,Geelong,10918
30-Jun-23,VIC,204,Hume,5216
30-Jun-23,VIC,205,Latrobe - Gippsland,8833
30-Jun-23,VIC,206,Melbourne - Inner,9699
30-Jun-23,VIC,207,Melbourne - Inner East,6240
30-Jun-23,VIC,208,Melbourne - Inner South,7521
30-Jun-23,VIC,209,Melbourne - North East,13740
30-Jun-23,VIC,210,Melbourne - North West,11994
30-Jun-23,VIC,211,Melbourne - Outer East,13253
30-Jun-23,VIC,212,Melbourne - South East,19400
30-Jun-23,VIC,213,Melbourne - West,23562
30-Jun-23,VIC,214,Mornington Peninsula,9077
30-Jun-23,VIC,215,North West,4542
30-Jun-23,VIC,216,Shepparton,4134
30-Jun-23,VIC,217,Warrnambool and South West,3770
30-Jun-23,WA,-,Other,18
30-Jun-23,WA,501,Bunbury,4242
30-Jun-23,WA,502,Mandurah,2332
30-Jun-23,WA,503,Perth - Inner,2487
30-Jun-23,WA,504,Perth - North East,6674
30-Jun-23,WA,505,Perth - North West,10557
30-Jun-23,WA,506,Perth - South East,10593
30-Jun-23,WA,507,Perth - South West,9210
30-Jun-23,WA,509,Western Australia - Wheat Belt,2476
30-Jun-23,WA,510,Western Australia - Outback (North),1636
30-Jun-23,WA,511,Western Australia - Outback (South),2226
31-Mar-23,ACT,-,Other,0
31-Mar-23,ACT,801,Australian Capital Territory,10059
31-Mar-23,MIS,-,Other,0
31-Mar-23,NSW,-,Other,0
31-Mar-23,NSW,101,Capital Region,5356
31-Mar-23,NSW,102,Central Coast,10014
31-Mar-23,NSW,103,Central West,5533
31-Mar-23,NSW,104,Coffs Harbour - Grafton,4003
31-Mar-23,NSW,105,Far West and Orana,3275
31-Mar-23,NSW,106,Hunter Valley exc Newcastle,9844
31-Mar-23,NSW,107,Illawarra,7403
31-Mar-23,NSW,108,Mid North Coast,7404
31-Mar-23,NSW,109,Murray,3426
31-Mar-23,NSW,110,New England and North West,4771
31-Mar-23,NSW,111,Newcastle and Lake Macquarie,12543
31-Mar-23,NSW,112,Richmond - Tweed,6917
31-Mar-23,NSW,113,Riverina,3994
31-Mar-23,NSW,114,Southern Highlands and Shoalhaven,3905
31-Mar-23,NSW,115,Sydney - Baulkham Hills and Hawkesbury,4070
31-Mar-23,NSW,116,Sydney - Blacktown,9670
31-Mar-23,NSW,117,Sydney - City and Inner South,4094
31-Mar-23,NSW,118,Sydney - Eastern Suburbs,3251
31-Mar-23,NSW,119,Sydney - Inner South West,10770
31-Mar-23,NSW,120,Sydney - Inner West,3969
